disease	hpo
OMIM_607371	HP_0002751,HP_0000175,HP_0002015,HP_0003577,HP_0000882,HP_0001256,HP_0002571,HP_0031959,HP_0001260,HP_0001270,HP_0010553,HP_0000518,HP_0000407,HP_0001518,HP_0011342,HP_0008796,HP_0007024,HP_0000348,HP_0002505,HP_0007325,HP_0000006,HP_0000204
OMIM_611407	HP_0003596,HP_0011462,HP_0012664,HP_0033755,HP_0000006,HP_0001644
OMIM_604804	HP_0003577,HP_0000252,HP_0000340,HP_0002342,HP_0004322,HP_0002472,HP_0001263,HP_0000407,HP_0011451,HP_0000448,HP_0000007,HP_0001338,HP_0001510,HP_0000520,HP_0000410,HP_0009879,HP_0000687
OMIM_300266	HP_0000297,HP_0003621,HP_0000486,HP_0000012,HP_0003487,HP_0002362,HP_0000020,HP_0002061,HP_0001419,HP_0007340,HP_0002839,HP_0007210,HP_0009882,HP_0000327,HP_0000712,HP_0000711,HP_0000744,HP_0000505,HP_0002427,HP_0001258,HP_0001249,HP_0002445,HP_0001347
OMIM_212780	HP_0003577,HP_0000089,HP_0000086,HP_0010055,HP_0011220,HP_0002937,HP_0006297,HP_0000316,HP_0006357,HP_0009701,HP_0001642,HP_0002974,HP_0000494,HP_0002650,HP_0003022,HP_0000272,HP_0002194,HP_0000668,HP_0000767,HP_0000007,HP_0001159,HP_0000347,HP_0002984,HP_0000104,HP_0001798
OMIM_204650	HP_0000705,HP_0006285,HP_0009102,HP_0006286,HP_0000679,HP_0000007
OMIM_250460	HP_0003026,HP_0001595,HP_0001388,HP_0004322,HP_0003025,HP_0002970,HP_0010049,HP_0031367,HP_0100255,HP_0000925,HP_0011463,HP_0010230,HP_0001999,HP_0000007,HP_0006028,HP_0002721,HP_0002644
OMIM_620033	HP_0000253,HP_0008936,HP_0000252,HP_0001250,HP_0002187,HP_0001263,HP_0001252,HP_0003593,HP_0012389,HP_0032792,HP_0000007,HP_0000733,HP_0020221,HP_0008872,HP_0200134,HP_0000505
OMIM_269250	HP_0000882,HP_0001156,HP_0005257,HP_0003196,HP_0001790,HP_0031026,HP_0008450,HP_0011461,HP_0008873,HP_0003826,HP_0000895,HP_0000774,HP_0000256,HP_0000773,HP_0003026,HP_0000175,HP_0009826,HP_0001561,HP_0003025,HP_0003300,HP_0004233,HP_0000272,HP_0000470,HP_0011800,HP_0003180,HP_0000907,HP_0000947,HP_0000926,HP_0001537,HP_0000007,HP_0001538,HP_0008108,HP_0001776
OMIM_617248	HP_0001276,HP_0002169,HP_0001332,HP_0001250,HP_0012707,HP_0001252,HP_0001290,HP_0040213,HP_0000518,HP_0001508,HP_0002878,HP_0002119,HP_0001522,HP_0001643,HP_0000952,HP_0003623,HP_0005943,HP_0002059,HP_0002015,HP_0003344,HP_0001662,HP_0002079,HP_0011968,HP_0002033,HP_0002151,HP_0005484,HP_0002490,HP_0000407,HP_0000007,HP_0001998,HP_0003811,HP_0001510,HP_0002104,HP_0001337,HP_0003535,HP_0001875
OMIM_207500	HP_0002023,HP_0000007,HP_0001426
OMIM_307700	HP_0000464,HP_0001250,HP_0008198,HP_0001281,HP_0001417
OMIM_618309	HP_0005403,HP_0032160,HP_0006739,HP_0000007,HP_0001888,HP_0020114,HP_0200043
OMIM_309350	HP_0002982,HP_0003015,HP_0000486,HP_0000684,HP_0000882,HP_0001377,HP_0005792,HP_0011335,HP_0001270,HP_0001508,HP_0001609,HP_0010230,HP_0009882,HP_0000316,HP_0003826,HP_0001704,HP_0002857,HP_0000774,HP_0001423,HP_0000894,HP_0001763,HP_0000336,HP_0002751,HP_0004611,HP_0000175,HP_0000274,HP_0000472,HP_0000692,HP_0005446,HP_0001762,HP_0001288,HP_0002673,HP_0000270,HP_0000071,HP_0002092,HP_0009771,HP_0002827,HP_0000767,HP_0000403,HP_0001539,HP_0002208,HP_0000400,HP_0002205,HP_0000520,HP_0001634,HP_0000347,HP_0000126
OMIM_158800	HP_0002486,HP_0003198,HP_0003560,HP_0000006
OMIM_607812	HP_0005336,HP_0003577,HP_0001476,HP_0000684,HP_0000343,HP_0000463,HP_0004322,HP_0008808,HP_0000260,HP_0002020,HP_0008070,HP_0008031,HP_0000319,HP_0000938,HP_0000316,HP_0000219,HP_0000218,HP_0000774,HP_0000256,HP_0001763,HP_0005306,HP_0000336,HP_0007648,HP_0000154,HP_0000670,HP_0000175,HP_0001388,HP_0002650,HP_0000431,HP_0002299,HP_0000193,HP_0000272,HP_0011800,HP_0008444,HP_0000426,HP_0000007,HP_0000648,HP_0002208,HP_0002868,HP_0000565,HP_0002007,HP_0000685,HP_0000028
OMIM_614558	HP_0002069,HP_0003577,HP_0002121,HP_0002187,HP_0001252,HP_0003593,HP_0010841,HP_0001270,HP_0010864,HP_0011167,HP_0020221,HP_0001249,HP_0003623,HP_0000253,HP_0000252,HP_0002059,HP_0006813,HP_0002376,HP_0002373,HP_0001263,HP_0010850,HP_0011169,HP_0033258,HP_0033258,HP_0011097,HP_0000729,HP_0032792,HP_0000722,HP_0200134,HP_0007334,HP_0000006
OMIM_618619	HP_0000286,HP_0004467,HP_0001256,HP_0000365,HP_0000463,HP_0002263,HP_0001274,HP_0003196,HP_0003593,HP_0001290,HP_0031348,HP_0001629,HP_0011342,HP_0001804,HP_0008551,HP_0001647,HP_0000954,HP_0002119,HP_0009623,HP_0000411,HP_0000378,HP_0002553,HP_0000396,HP_0000494,HP_0000750,HP_0002079,HP_0030048,HP_0011968,HP_0005487,HP_0000729,HP_0000508,HP_0001712,HP_0009897,HP_0004209,HP_0000289,HP_0000006,HP_0000369
OMIM_227320	HP_0003246,HP_0001792,HP_0000343,HP_0000463,HP_0000807,HP_0000319,HP_0000767,HP_0000007,HP_0000568,HP_0000219,HP_0006610,HP_0000347,HP_0000049
OMIM_218040	HP_0000286,HP_0001771,HP_0002862,HP_0000486,HP_0004322,HP_0002021,HP_0002780,HP_0000083,HP_0000280,HP_0006191,HP_0001808,HP_0001609,HP_0000316,HP_0009588,HP_0002859,HP_0000238,HP_0000953,HP_0000956,HP_0002779,HP_0000158,HP_0003745,HP_0001642,HP_0001249,HP_0000358,HP_0000494,HP_0001187,HP_0003764,HP_0002870,HP_0000293,HP_0002033,HP_0001263,HP_0001816,HP_0001814,HP_0000768,HP_0002107,HP_0000006,HP_0000369,HP_0001699,HP_0000463,HP_0001552,HP_0000260,HP_0011675,HP_0031842,HP_0008070,HP_0001508,HP_0001629,HP_0001548,HP_0001943,HP_0001869,HP_0002119,HP_0002878,HP_0000218,HP_0000179,HP_0000256,HP_0005989,HP_0002996,HP_0001622,HP_0002212,HP_0001561,HP_0002059,HP_0001762,HP_0000470,HP_0002093,HP_0005280,HP_0001639,HP_0007099,HP_0000508,HP_0012081,HP_0000307,HP_0000465,HP_0001598,HP_0001631,HP_0001634,HP_0000347
OMIM_185750	HP_0001770,HP_0000365,HP_0001245,HP_0006152,HP_0010554,HP_0010487,HP_0001049,HP_0000256,HP_0009778,HP_0000006,HP_0001864,HP_0006019
OMIM_614173	HP_0001320,HP_0000007,HP_0002419,HP_0001302
OMIM_158600	HP_0001760,HP_0003445,HP_0011808,HP_0031936,HP_0003474,HP_0001263,HP_0010602,HP_0011463,HP_0009046,HP_0008994,HP_0002515,HP_0007269,HP_0000006,HP_0008956,HP_0003677
OMIM_184900	HP_0004322,HP_0002020,HP_0012385,HP_0006380,HP_0000518,HP_0009830,HP_0001647,HP_0009125,HP_0030053,HP_0001324,HP_0006467,HP_0002987,HP_0000006,HP_0000545
OMIM_618249	HP_0002421,HP_0002465,HP_0000365,HP_0000496,HP_0001266,HP_0002151,HP_0001263,HP_0003593,HP_0002061,HP_0001290,HP_0100660,HP_0001508,HP_0000817,HP_0007256,HP_0000007,HP_0000648,HP_0003677,HP_0001138,HP_0003348
OMIM_242840	HP_0000286,HP_0003236,HP_0010803,HP_0001250,HP_0003198,HP_0000161,HP_0001252,HP_0001010,HP_0003593,HP_0000639,HP_0000518,HP_0011220,HP_0012471,HP_0000519,HP_0000316,HP_0001888,HP_0008897,HP_0007401,HP_0005407,HP_0002533,HP_0001644,HP_0004315,HP_0000252,HP_0000175,HP_0001022,HP_0003244,HP_0001263,HP_0010636,HP_0000407,HP_0009099,HP_0000007,HP_0000601,HP_0005419,HP_0000369,HP_0000204,HP_0000325,HP_0000445,HP_0000341,HP_0003577,HP_0005599,HP_0000343,HP_0001274,HP_0002282,HP_0001270,HP_0001508,HP_0002718,HP_0001107,HP_0000777,HP_0000218,HP_0001104,HP_0001941,HP_0001320,HP_0005403,HP_0002015,HP_0001882,HP_0005280,HP_0002728,HP_0000508,HP_0001712,HP_0007894,HP_0001635,HP_0001638,HP_0004429,HP_0002205,HP_0008348,HP_0002965,HP_0001631,HP_0002841,HP_0000347,HP_0002721,HP_0001875
OMIM_604391	HP_0003676,HP_0000640,HP_0001310,HP_0001332,HP_0001272,HP_0003693,HP_0002066,HP_0001252,HP_0001251,HP_0002061,HP_0011463,HP_0007286,HP_0000657,HP_0001009,HP_0002317,HP_0002359,HP_0001265,HP_0000571,HP_0003621,HP_0000750,HP_0001266,HP_0001260,HP_0002075,HP_0002072,HP_0011133,HP_0007772,HP_0000007,HP_0003438,HP_0001315
OMIM_268200	HP_0001265,HP_0003236,HP_0003621,HP_0002153,HP_0001284,HP_0001919,HP_0011463,HP_0002913,HP_0000007,HP_0001945,HP_0025435,HP_0001324,HP_0008942,HP_0003326
OMIM_230300	HP_0000007,HP_0100829,HP_0000119,HP_0000765
OMIM_606054	HP_0001254,HP_0006846,HP_0001332,HP_0004322,HP_0001250,HP_0003353,HP_0002240,HP_0000939,HP_0001508,HP_0001903,HP_0001944,HP_0001943,HP_0001987,HP_0008872,HP_0002019,HP_0003108,HP_0001942,HP_0003128,HP_0008936,HP_0002059,HP_0002013,HP_0410066,HP_0002154,HP_0001263,HP_0004396,HP_0011695,HP_0002509,HP_0000007,HP_0000964,HP_0001638,HP_0002789,HP_0001873,HP_0001733,HP_0001876,HP_0002104,HP_0001259,HP_0001875
OMIM_124100	HP_0000112
OMIM_604185	HP_0010628,HP_0000365,HP_0003680,HP_0000006
OMIM_266250	HP_0001561,HP_0003819,HP_0009113,HP_0001284,HP_0002460,HP_0000007,HP_0001319,HP_0002028
OMIM_176240	HP_0006209,HP_0001162,HP_0008079,HP_0000954,HP_0004251,HP_0006210,HP_0010046,HP_0001830,HP_0002986,HP_0000006,HP_0010579
OMIM_220220	HP_0001650,HP_0006824,HP_0000639,HP_0000238,HP_0000931,HP_0001305,HP_0002617,HP_0000933,HP_0001643,HP_0000256,HP_0000930,HP_0002951,HP_0002335,HP_0000533,HP_0002078,HP_0000431,HP_0001162,HP_0002198,HP_0045025,HP_0005280,HP_0000627,HP_0000308,HP_0000007,HP_0002007,HP_0000268,HP_0000369
OMIM_300852	HP_0001250,HP_0001263,HP_0000717,HP_0001417,HP_0001249
OMIM_148500	HP_0003621,HP_0001036,HP_0007447,HP_0002745,HP_0007502,HP_0000006,HP_0011459
OMIM_176410	HP_0008185,HP_0001470,HP_0008734
OMIM_618977	HP_0030586,HP_0000613,HP_0007641,HP_0007663,HP_0000648,HP_0000543,HP_0000006
OMIM_615287	HP_0001331,HP_0002323,HP_0003236,HP_0007759,HP_0002365,HP_0001250,HP_0001274,HP_0001252,HP_0002085,HP_0006829,HP_0002282,HP_0001093,HP_0100565,HP_0007260,HP_0100307,HP_0000618,HP_0002539,HP_0001305,HP_0000238,HP_0002119,HP_0000878,HP_0008734,HP_0002335,HP_0000054,HP_0001321,HP_0001263,HP_0003560,HP_0034198,HP_0000007,HP_0007973,HP_0001334,HP_0000003,HP_0001257,HP_0002500,HP_0000126
OMIM_602579	HP_0001892,HP_0001399,HP_0002243,HP_0001395,HP_0001252,HP_0001394,HP_0002240,HP_0003593,HP_0001290,HP_0003073,HP_0031842,HP_0001929,HP_0001508,HP_0000114,HP_0002014,HP_0003642,HP_0002013,HP_0002570,HP_0000969,HP_0003819,HP_0000825,HP_0011473,HP_0001977,HP_0000107,HP_0000007,HP_0001976
OMIM_615574	HP_0001298,HP_0002267,HP_0002521,HP_0001176,HP_0003676,HP_0000340,HP_0001250,HP_0003593,HP_0012448,HP_0012110,HP_0001508,HP_0100704,HP_0002539,HP_0002119,HP_0001347,HP_0003623,HP_0008936,HP_0000253,HP_0000252,HP_0002510,HP_0001321,HP_0002079,HP_0011968,HP_0010851,HP_0012736,HP_0002093,HP_0011344,HP_0009110,HP_0002509,HP_0000007,HP_0001833,HP_0000400,HP_0000347,HP_0009879
OMIM_615704	HP_0003202,HP_0003236,HP_0001055,HP_0002650,HP_0001596,HP_0002164,HP_0002240,HP_0000518,HP_0000823,HP_0000966,HP_0001324,HP_0001510,HP_0002206,HP_0001029,HP_0000006
OMIM_619149	HP_0000286,HP_0030799,HP_0000582,HP_0000486,HP_0000365,HP_0001250,HP_0001252,HP_0002020,HP_0003593,HP_0010863,HP_0001270,HP_0000718,HP_0001647,HP_0000219,HP_0001643,HP_0001642,HP_0001249,HP_0000396,HP_0000750,HP_0002793,HP_0000431,HP_0000194,HP_0011968,HP_0000490,HP_0010537,HP_0000729,HP_0000689,HP_0000505,HP_0008589,HP_0004209,HP_0002007,HP_0001357,HP_0007018,HP_0001631,HP_0000006,HP_0001655
OMIM_300717	HP_0001265,HP_0003236,HP_0001371,HP_0001284,HP_0002093,HP_0002747,HP_0003701,HP_0001423,HP_0003557,HP_0003678
OMIM_260005	HP_0002014,HP_0003137,HP_0002013,HP_0004387,HP_0410132,HP_0040142,HP_0008672,HP_0000007,HP_0002027,HP_0000006
OMIM_183900	HP_0000541,HP_0000365,HP_0001552,HP_0003311,HP_0001252,HP_0001290,HP_0003071,HP_0012368,HP_0010501,HP_0002938,HP_0002812,HP_0002515,HP_0002318,HP_0008857,HP_0002996,HP_0002655,HP_0000175,HP_0003467,HP_0002650,HP_0001762,HP_0003300,HP_0002098,HP_0000193,HP_0000272,HP_0000470,HP_0002091,HP_0002829,HP_0008142,HP_0002808,HP_0002827,HP_0000926,HP_0007773,HP_0000768,HP_0008800,HP_0008788,HP_0000201,HP_0000006,HP_0000545
OMIM_602093	HP_0000529,HP_0000613,HP_0007663,HP_0000548,HP_0007401,HP_0000006
OMIM_147820	HP_0004945,HP_0000006
OMIM_251700	HP_0000164,HP_0008499,HP_0000007,HP_0000546,HP_0000568,HP_0000501
OMIM_128101	HP_0000473,HP_0000275,HP_0002015,HP_0003621,HP_0009938,HP_0002451,HP_0002066,HP_0032005,HP_0001618,HP_0011462,HP_0007325,HP_0001533,HP_0000006,HP_0001304
OMIM_608565	HP_0031703,HP_0003577,HP_0000407,HP_0000007,HP_0000504
OMIM_128700	HP_0004467,HP_0000006
OMIM_619328	HP_0008936,HP_0006889,HP_0000483,HP_0002540,HP_0000750,HP_0000486,HP_0003487,HP_0031936,HP_0000540,HP_0002395,HP_0001371,HP_0001260,HP_0200049,HP_0000470,HP_0003593,HP_0000639,HP_0006895,HP_0025336,HP_0002307,HP_0003429,HP_0000543,HP_0001763,HP_0000006
OMIM_228020	HP_0001376,HP_0005750,HP_0002086,HP_0000007,HP_0000765,HP_0000951
OMIM_619661	HP_0002355,HP_0001332,HP_0002352,HP_0002063,HP_0003581,HP_0010871,HP_0030903,HP_0031358,HP_0012377,HP_0000726,HP_0012196,HP_0000751,HP_0001268,HP_0000006
OMIM_618167	HP_0002650,HP_0001156,HP_0010109,HP_0001181,HP_0010557,HP_0100259,HP_0010055,HP_0009882,HP_0000767,HP_0001822,HP_0000007,HP_0002999,HP_0009778,HP_0003502
OMIM_190680	HP_0001199,HP_0005643,HP_0001156,HP_0001839,HP_0001171,HP_0009536,HP_0000006
OMIM_130650	HP_0000121,HP_0002884,HP_0001052,HP_0002240,HP_0000280,HP_0032165,HP_0000239,HP_0001548,HP_0001305,HP_0006277,HP_0001528,HP_0000158,HP_0001540,HP_0003247,HP_0000076,HP_0001640,HP_0000150,HP_0005487,HP_0011800,HP_0008186,HP_0000803,HP_0001998,HP_0001638,HP_0001539,HP_0008523,HP_0005616,HP_0002667,HP_0000520,HP_0006744,HP_0000006,HP_0000028,HP_0000105,HP_0000787,HP_0000269
OMIM_161800	HP_0001276,HP_0010628,HP_0002063,HP_0003690,HP_0001270,HP_0008872,HP_0002515,HP_0003307,HP_0003803,HP_0000218,HP_0003701,HP_0002359,HP_0003306,HP_0000278,HP_0003722,HP_0001347,HP_0001644,HP_0002058,HP_0001265,HP_0001561,HP_0003324,HP_0003445,HP_0002015,HP_0002650,HP_0001761,HP_0000298,HP_0001283,HP_0001284,HP_0002093,HP_0008180,HP_0001558,HP_0000007,HP_0002804,HP_0001319,HP_0002747,HP_0001533,HP_0003798,HP_0000006,HP_0003810,HP_0003458
OMIM_120440	HP_0012550,HP_0002584,HP_0000006
OMIM_244300	HP_0000384,HP_0001250,HP_0000480,HP_0100490,HP_0002162,HP_0010864,HP_0000518,HP_0001629,HP_0000954,HP_0000414,HP_0000612,HP_0009765,HP_0000059,HP_0001302,HP_0001643,HP_0002019,HP_0001864,HP_0000175,HP_0000054,HP_0000079,HP_0002650,HP_0000470,HP_0010557,HP_0009473,HP_0000007,HP_0000568,HP_0007598,HP_0000405,HP_0001511,HP_0001631,HP_0009778,HP_0000204,HP_0000028,HP_0006887,HP_0002566,HP_0000369,HP_0002126
OMIM_613860	HP_0002783,HP_0033165,HP_0002726,HP_0000007,HP_0002722,HP_0200043
OMIM_606595	HP_0001265,HP_0003431,HP_0003376,HP_0001761,HP_0001178,HP_0003693,HP_0003394,HP_0001284,HP_0002460,HP_0002380,HP_0001171,HP_0009027,HP_0007267,HP_0002936,HP_0000006
OMIM_311895	HP_0000175,HP_0001795,HP_0000162,HP_0009882,HP_0000348,HP_0001182,HP_0001417,HP_0004209,HP_0002007,HP_0000201,HP_0005747,HP_0000347
OMIM_614409	HP_0003676,HP_0000365,HP_0002166,HP_0001272,HP_0000020,HP_0002064,HP_0002061,HP_0003690,HP_0000518,HP_0000639,HP_0011463,HP_0007340,HP_0001268,HP_0001249,HP_0001347,HP_0002059,HP_0002378,HP_0003621,HP_0002650,HP_0003487,HP_0002079,HP_0002310,HP_0001761,HP_0001260,HP_0002495,HP_0011449,HP_0011448,HP_0000726,HP_0002808,HP_0000789,HP_0008003,HP_0000007,HP_0002406,HP_0020036,HP_0001258,HP_0002346,HP_0006986
OMIM_617752	HP_0000286,HP_0000582,HP_0000340,HP_0000486,HP_0000343,HP_0000463,HP_0001250,HP_0002263,HP_0003196,HP_0001252,HP_0001270,HP_0000319,HP_0000718,HP_0000739,HP_0000316,HP_0000219,HP_0009765,HP_0000218,HP_0002714,HP_0030084,HP_0000752,HP_0009748,HP_0001249,HP_0000154,HP_0000252,HP_0000750,HP_0001263,HP_0045025,HP_0005280,HP_0000729,HP_0000307,HP_0001852,HP_0000268,HP_0000322,HP_0001513,HP_0000369,HP_0000248,HP_0000006
OMIM_607847	HP_0004808,HP_0000006,HP_0001875
OMIM_225410	HP_0000286,HP_0010749,HP_0002983,HP_0000222,HP_0001476,HP_0000023,HP_0004322,HP_0000260,HP_0001030,HP_0005332,HP_0001270,HP_0000938,HP_0012471,HP_0000978,HP_0001027,HP_0000212,HP_0001007,HP_0001788,HP_0009803,HP_0001622,HP_0004876,HP_0000494,HP_0009826,HP_0001388,HP_0000232,HP_0000592,HP_0001582,HP_0200094,HP_0000668,HP_0001537,HP_0000007,HP_0006344,HP_0000347,HP_0000545,HP_0000225,HP_0001831
OMIM_608763	HP_0000275,HP_0007407,HP_0000365,HP_0001388,HP_0000023,HP_0001073,HP_0003199,HP_0045025,HP_0000518,HP_0002816,HP_0002827,HP_0000007,HP_0007633,HP_0001763,HP_0000974,HP_0001249
OMIM_617162	HP_0008936,HP_0001276,HP_0002015,HP_0000252,HP_0002521,HP_0002059,HP_0001344,HP_0011968,HP_0001250,HP_0001263,HP_0003593,HP_0001508,HP_0100704,HP_0200134,HP_0001763,HP_0003812,HP_0000006
OMIM_126550	HP_0003510,HP_0000670,HP_0002980,HP_0002650,HP_0002684,HP_0003155,HP_0001270,HP_0000939,HP_0000938,HP_0000926,HP_0002757,HP_0000410,HP_0000006
OMIM_611816	HP_0000286,HP_0000343,HP_0001250,HP_0002000,HP_0001252,HP_0002020,HP_0003593,HP_0010864,HP_0012553,HP_0010055,HP_0012471,HP_0009882,HP_0000316,HP_0001847,HP_0009623,HP_0002714,HP_0002019,HP_0001642,HP_0002058,HP_0000154,HP_0009928,HP_0001263,HP_0001181,HP_0012554,HP_0012555,HP_0005280,HP_0011304,HP_0009693,HP_0001631,HP_0000006,HP_0004425,HP_0000445
OMIM_300009	HP_0002663,HP_0000121,HP_0002982,HP_0003774,HP_0003013,HP_0002980,HP_0003355,HP_0004322,HP_0000083,HP_0003076,HP_0012622,HP_0010502,HP_0002979,HP_0000117,HP_0003109,HP_0002757,HP_0000114,HP_0002753,HP_0003029,HP_0002653,HP_0003126,HP_0002752,HP_0003025,HP_0003020,HP_0002150,HP_0031415,HP_0002907,HP_0001419,HP_0002748,HP_0002749,HP_0002148,HP_0000787
OMIM_619048	HP_0008936,HP_0001397,HP_0031956,HP_0001662,HP_0002151,HP_0002240,HP_0001290,HP_0012444,HP_0031964,HP_0001508,HP_0000007,HP_0001943,HP_0001712,HP_0008872,HP_0001635,HP_0001714,HP_0001511,HP_0008315,HP_0033092,HP_0002104,HP_0001942,HP_0003348
OMIM_231080	HP_0002375,HP_0000007,HP_0002804,HP_0001319,HP_0001648,HP_0001004
OMIM_202110	HP_0000771,HP_0000062,HP_0001949,HP_0008221,HP_0000822,HP_0000007,HP_0000037,HP_0000840,HP_0000786
OMIM_613618	HP_0001385,HP_0001792,HP_0001762,HP_0002673,HP_0008807,HP_0002857,HP_0000006
OMIM_600971	HP_0000365,HP_0000007
OMIM_191000	HP_0000175,HP_0005792,HP_0000006
OMIM_612580	HP_0001250,HP_0000729,HP_0000006,HP_0001249
OMIM_309900	HP_0003510,HP_0000684,HP_0000365,HP_0004322,HP_0001250,HP_0001371,HP_0002341,HP_0002187,HP_0003593,HP_0002180,HP_0001171,HP_0000280,HP_0011463,HP_0001609,HP_0011462,HP_0000998,HP_0000238,HP_0000158,HP_0003502,HP_0007703,HP_0002870,HP_0001419,HP_0001537,HP_0000403,HP_0001654,HP_0002786,HP_0000687,HP_0030799,HP_0004389,HP_0000023,HP_0002240,HP_0006532,HP_0000256,HP_0000179,HP_0002159,HP_0001744,HP_0006536,HP_0002014,HP_0003621,HP_0003541,HP_0001761,HP_0001085,HP_0002099,HP_0000470,HP_0034203,HP_0010535,HP_0002808,HP_0000508,HP_0008301,HP_0000943,HP_0001635,HP_0000268,HP_0001433
OMIM_603516	HP_0002168,HP_0003596,HP_0002067,HP_0001310,HP_0001250,HP_0001272,HP_0001271,HP_0002066,HP_0000020,HP_0002062,HP_0000639,HP_0000716,HP_0011462,HP_0003829,HP_0007289,HP_0002936,HP_0003743,HP_0001347,HP_0002311,HP_0002015,HP_0000012,HP_0003487,HP_0001260,HP_0002075,HP_0002073,HP_0002070,HP_0002071,HP_0000726,HP_0007772,HP_0007256,HP_0000762,HP_0000006
OMIM_243500	HP_0001254,HP_0001993,HP_0002013,HP_0001882,HP_0001250,HP_0001263,HP_0011695,HP_0001944,HP_0000007,HP_0005528,HP_0003108,HP_0001873,HP_0001876,HP_0001942,HP_0001259
OMIM_619083	HP_0002575,HP_0001276,HP_0002015,HP_0001344,HP_0000750,HP_0008619,HP_0031936,HP_0001263,HP_0001274,HP_0001290,HP_0001629,HP_0002827,HP_0000729,HP_0002539,HP_0001257,HP_0000006
OMIM_610227	HP_0032152,HP_0001051,HP_0025092,HP_0000006,HP_0000962
OMIM_133705	HP_0000286,HP_0001374,HP_0001838,HP_0002021,HP_0000954,HP_0007598,HP_0009237,HP_0000405,HP_0000006,HP_0000413,HP_0000577
OMIM_611528	HP_0002224,HP_0003581,HP_0010872,HP_0011663,HP_0004308,HP_0001279,HP_0000982,HP_0006677,HP_0000006,HP_0004756
OMIM_606552	HP_0000640,HP_0000651,HP_0002321,HP_0000617,HP_0002131,HP_0025312,HP_0000360,HP_0002018,HP_0001257,HP_0000006
OMIM_205700	HP_0001890,HP_0001939,HP_0000007
OMIM_302400	HP_0006289,HP_0001417
OMIM_614675	HP_0001915,HP_0000407,HP_0005528,HP_0002863,HP_0001876,HP_0000006
OMIM_604928	HP_0001892,HP_0000011,HP_0004313,HP_0002592,HP_0000819,HP_0000716,HP_0000407,HP_0008320,HP_0000007,HP_0000876,HP_0000648,HP_0001138,HP_0000786
OMIM_176920	HP_0001012,HP_0003676,HP_0002342,HP_0003593,HP_0012721,HP_0100764,HP_0007483,HP_0012032,HP_0001528,HP_0001428,HP_0003745,HP_0007403,HP_0000256,HP_0001744,HP_0002753,HP_0001028,HP_0010816,HP_0002751,HP_0000494,HP_0003764,HP_0000276,HP_0005465,HP_0001140,HP_0000194,HP_0002176,HP_0004472,HP_0025092,HP_0004490,HP_0005280,HP_0000508,HP_0002625,HP_0000268,HP_0003416,HP_0000962
OMIM_617280	HP_0004754,HP_0001709,HP_0001662,HP_0011705,HP_0011462,HP_0001962,HP_0004757,HP_0000006
OMIM_609049	HP_0003774,HP_0003774,HP_0003577,HP_0000541,HP_0000100,HP_0000100,HP_0003075,HP_0001252,HP_0001270,HP_0012841,HP_0000518,HP_0000618,HP_0004719,HP_0000558,HP_0001967,HP_0025358,HP_0001104,HP_0003623,HP_0001265,HP_0001562,HP_0000253,HP_0003202,HP_0000252,HP_0007968,HP_0000573,HP_0011968,HP_0001263,HP_0001284,HP_0033454,HP_0000093,HP_0011003,HP_0025492,HP_0032988,HP_0011502,HP_0003819,HP_0000969,HP_0000822,HP_0000007,HP_0007894,HP_0000568,HP_0007774,HP_0007676
OMIM_619003	HP_0032528,HP_0002089,HP_0001790,HP_0002092,HP_0032653,HP_0011923,HP_0000007,HP_0008358,HP_0003648,HP_0001638,HP_0001511,HP_0003811,HP_0005989,HP_0002643,HP_0001942,HP_0003128,HP_0003348
OMIM_194380	HP_0005535,HP_0000980,HP_0003641,HP_0002240,HP_0001081,HP_0003281,HP_0012115,HP_0032106,HP_0025548,HP_0008269,HP_0001923,HP_0000006,HP_0000952,HP_0001744
OMIM_618388	HP_0000175,HP_0000494,HP_0010804,HP_0000475,HP_0000431,HP_0001371,HP_0001252,HP_0002093,HP_0000316,HP_0000007,HP_0001558,HP_0008872,HP_0001989,HP_0000218,HP_0000347,HP_0000369,HP_0000028,HP_0001612
OMIM_302802	HP_0001385,HP_0003376,HP_0002650,HP_0001761,HP_0003693,HP_0003484,HP_0002385,HP_0003482,HP_0001284,HP_0002460,HP_0001419,HP_0009027,HP_0002936,HP_0000762
OMIM_611494	HP_0005110,HP_0010982
OMIM_300854	HP_0005584,HP_0001428
OMIM_301080	HP_0001596,HP_0003493,HP_0025300,HP_0000739,HP_0001888,HP_0001945,HP_0001423,HP_0002315,HP_0003621,HP_0001882,HP_0000155,HP_0005421,HP_0030880,HP_0002072,HP_0045042,HP_0012486,HP_0100653,HP_0025708,HP_0002829,HP_0033342,HP_0100735,HP_0001954,HP_0002725,HP_0001973,HP_0001873,HP_0001653
OMIM_613488	HP_0001428,HP_0012268
OMIM_612447	HP_0000054,HP_0000252,HP_0003038,HP_0000233,HP_0000486,HP_0002750,HP_0004322,HP_0003022,HP_0000160,HP_0003097,HP_0000007,HP_0009777,HP_0005815,HP_0006501,HP_0005736,HP_0000028,HP_0001249
